id,post,label
16386,so you suck up to minorities who hate white people but attempt to shame and for thinking realistically,1
16387,they wont stop until our identity is erased we must fight back at every oppurtunity,0
16388,rt trump supporters chant build the wall as antifa runs away in philly,0
16389,the trump movement is white nationalism to deny it is,0
16390,boycott the anti-white racist censorship boycott zuckerbergs facebook,0
16391,via egypt muslim brotherhood president morsi spied for hamas and al-qaeda tcot,0
16392,bloomberg ramps up amnesty coalition afire tcot p2 noamnesty,0
16393,mock groping the poor girl was asleep it was the only way he could get close to her but that is what dems are they think that kind of thing is funny,0
16394,the muslim grooming gangs are almost entirely a pakistani issue deport pakistanis en,1
16395,are all white nationalists like whitepower whitestrength hammerskins photoshop limpbizkit sadboy notscary gotothegym,0
16396,der fhrer adolf hitler - rare moments in colour video read more,0
16397,nascar blacklivesmatter minorityyouth m m indycar mcdolnald sprint dollar general spr,0
16398,the birth of white identity in colonial america via,1
16399,thats weird most countries were white nationalist back then and they didnt all kill 6 gorillion,0
16400,rt obama calls self champion-in-chief for illegal aliens amnesty noamnesty immigration,0
16401,white guy attacked by illegal alienaccused of being racist by a mexican,1
16402,hunter is on the front lines and is very down to earth has a very common sense approach,0
16403,even further we need a tab for white culture on your website colonialism rape white on white crime,1
16404,there are some people who came here legally why should illegal immigrants get a free ticket this is bull shit,1
16405,i dont care if its seen as instigation - if some tattooed antifa idiot is hi,0
16406,stop using her name to push your racist agenda with you thought process all white should be sent away because of the vegas guy,0
16407,the white house isnt a city,0
16408,5240 russian sorties include 145 by long-range aviation - russgenstaff russiavsisil,0
16409,mein kampf signed by adolf hitler sells for 64850 in los angeles via,0
16410,tres revolutionary doing the establishments censorship free of charge altright maga,0
16411,scotus a message to the gop media were worth voting for trumpbut this admin is coming out pretty muc,0
16412,youre like prewhites not quite white,1
16413,no place for them to go but back where they came from or they can go stay with the obamas in their mansion,1
16414,abortion clinic appeals to the rich do you want a latte with that abortion pill tcot,0
16415,every white christian or not should know about russian jew communists prior to ww white hollocaust vs herrel,0
16416,freedom from religion found files complaint against christian football coach dabo swinney,0
16417,not just america all white nations must be free,0
16418,we the people have to defend ourselves hillary is having people pulled from radio spots,0
16419,take the template of how trump won grass roots social media start applying that to even better can,0
16420,being white has become something to be shamed some white people have to brag about their small drop of,0
16421,soon youll be out bashing the antifa ill send carol over for bodyguard services if you like,0
16422,kill those who are not christian or jewish you must kill those who worship another god exodus 2220 kill a,1
16423,um ya im sure thats what i meantbanislam,1
16424,via muslim bombs arizona social security office with ied media blackout ensues tcot,1
16425,aj is a way racist and bet on violence hes openly said he doesnt know how he cant not be enemies of white people,0
